Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      1.23     0.00   245910     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_key(std::_Rb_tree_node_base const*)
  0.00      1.23     0.00      105     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::size() const
  0.00      1.23     0.00       63     0.00     0.00  __gnu_cxx::new_allocator<std::string>::max_size() const
  0.00      1.23     0.00       43     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator()
  0.00      1.23     0.00       42     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() const
  0.00      1.23     0.00       42     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::max_size() const
  0.00      1.23     0.00       42     0.00     0.00  std::move_iterator<std::string*>::move_iterator(std::string*)
  0.00      1.23     0.00       42     0.00     0.00  std::enable_if<std::allocator_traits<std::allocator<std::string> >::__maxsize_helper<std::allocator<std::string> const>::value, unsigned long>::type std::allocator_traits<std::allocator<std::string> >::_S_max_size<std::allocator<std::string> const>(std::allocator<std::string> const&)
  0.00      1.23     0.00       42     0.00     0.00  std::allocator_traits<std::allocator<std::string> >::max_size(std::allocator<std::string> const&)
  0.00      1.23     0.00       42     0.00     0.00  std::move_iterator<std::string*> std::__make_move_if_noexcept_iterator<std::string*, std::move_iterator<std::string*> >(std::string*)
  0.00      1.23     0.00       22     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*)
  0.00      1.23     0.00       22     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned long)
  0.00      1.23     0.00       22     0.00     0.00  void std::_Destroy<std::string*>(std::string*, std::string*)
  0.00      1.23     0.00       22     0.00     0.00  void std::_Destroy<std::string*, std::string>(std::string*, std::string*, std::allocator<std::string>&)
  0.00      1.23     0.00       21     0.00     0.00  __gnu_cxx::new_allocator<std::string>::deallocate(std::string*, unsigned long)
  0.00      1.23     0.00       21     0.00     0.00  __gnu_cxx::new_allocator<std::string>::allocate(unsigned long, void const*)
  0.00      1.23     0.00       21     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::_M_check_len(unsigned long, char const*) const
  0.00      1.23     0.00       21     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned long)
  0.00      1.23     0.00       21     0.00     0.00  std::string* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::string*>, std::string*>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*)
  0.00      1.23     0.00       21     0.00     0.00  void std::vector<std::string, std::allocator<std::string> >::_M_emplace_back_aux<std::string const&>(std::string const&)
  0.00      1.23     0.00       21     0.00     0.00  std::string* std::uninitialized_copy<std::move_iterator<std::string*>, std::string*>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*)
  0.00      1.23     0.00       21     0.00     0.00  std::string* std::__uninitialized_copy_a<std::move_iterator<std::string*>, std::string*, std::string>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*, std::allocator<std::string>&)
  0.00      1.23     0.00       21     0.00     0.00  std::string* std::__uninitialized_move_if_noexcept_a<std::string*, std::string*, std::allocator<std::string> >(std::string*, std::string*, std::string*, std::allocator<std::string>&)
  0.00      1.23     0.00       21     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      1.23     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN6NgramsC2EiRK8WordList
  0.00      1.23     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN8WordListC2Ev
  0.00      1.23     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      1.23     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      1.23     0.00        1     0.00     0.02  Ngrams::printIncreasing()
  0.00      1.23     0.00        1     0.00     0.13  Ngrams::sortMap()
  0.00      1.23     0.00        1     0.00     0.04  Ngrams::~Ngrams()
  0.00      1.23     0.00        1     0.00     0.00  WordList::WordList()
  0.00      1.23     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::string>::new_allocator()
  0.00      1.23     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, int> > >::new_allocator()
  0.00      1.23     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, int> > >::~new_allocator()
  0.00      1.23     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, std::string> > >::new_allocator()
  0.00      1.23     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, std::string> > >::~new_allocator()
  0.00      1.23     0.00        1     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::begin() const
  0.00      1.23     0.00        1     0.00     0.00  std::allocator<std::string>::allocator()
  0.00      1.23     0.00        1     0.00     0.00  std::allocator<std::_Rb_tree_node<std::pair<std::string const, int> > >::allocator()
  0.00      1.23     0.00        1     0.00     0.00  std::allocator<std::_Rb_tree_node<std::pair<std::string const, int> > >::~allocator()
  0.00      1.23     0.00        1     0.00     0.00  std::allocator<std::_Rb_tree_node<std::pair<int const, std::string> > >::allocator()
  0.00      1.23     0.00        1     0.00     0.00  std::allocator<std::_Rb_tree_node<std::pair<int const, std::string> > >::~allocator()
  0.00      1.23     0.00        1     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl()
  0.00      1.23     0.00        1     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base()
  0.00      1.23     0.00        1     0.00     0.00  std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::end()
  0.00      1.23     0.00        1     0.00     0.00  std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::begin()
  0.00      1.23     0.00        1     0.00     0.00  std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::map()
  0.00      1.23     0.00        1     0.00     0.01  std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::~map()
  0.00      1.23     0.00        1     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::vector()
  0.00      1.23     0.00        1     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_Rb_tree_impl<std::less<std::string>, true>::_M_initialize()
  0.00      1.23     0.00        1     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_Rb_tree_impl<std::less<std::string>, true>::_Rb_tree_impl()
  0.00      1.23     0.00        1     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_Rb_tree_impl<std::less<std::string>, true>::~_Rb_tree_impl()
  0.00      1.23     0.00        1     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_Rb_tree()
  0.00      1.23     0.00        1     0.00     0.01  std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::~_Rb_tree()
  0.00      1.23     0.00        1     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_Rb_tree_impl<std::less<int>, true>::_M_initialize()
  0.00      1.23     0.00        1     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl()
  0.00      1.23     0.00        1     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_Rb_tree_impl<std::less<int>, true>::~_Rb_tree_impl()
  0.00      1.23     0.00        1     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::end()
  0.00      1.23     0.00        1     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::begin()
  0.00      1.23     0.00        1     0.00     0.03  std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, std::string> >*)
  0.00      1.23     0.00        1     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_Rb_tree()
  0.00      1.23     0.00        1     0.00     0.03  std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::~_Rb_tree()
  0.00      1.23     0.00        1     0.00     0.00  std::multimap<int, std::string, std::less<int>, std::allocator<std::pair<int const, std::string> > >::end()
  0.00      1.23     0.00        1     0.00     0.00  std::multimap<int, std::string, std::less<int>, std::allocator<std::pair<int const, std::string> > >::begin()
  0.00      1.23     0.00        1     0.00     0.00  std::multimap<int, std::string, std::less<int>, std::allocator<std::pair<int const, std::string> > >::multimap()
  0.00      1.23     0.00        1     0.00     0.03  std::multimap<int, std::string, std::less<int>, std::allocator<std::pair<int const, std::string> > >::~multimap()

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2016 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.81% of 1.23 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]    100.0    0.00    1.23                 main [1]
                0.01    1.07       1/1           Ngrams::Ngrams(int, WordList const&) [2]
                0.01    0.08  899594/899594      WordList::addWord(std::string) [20]
                0.00    0.04       1/1           Ngrams::~Ngrams() [26]
                0.00    0.02       1/1           Ngrams::printIncreasing() [39]
                0.00    0.00       1/1           WordList::WordList() [182]
-----------------------------------------------
                0.01    1.07       1/1           main [1]
[2]     87.8    0.01    1.07       1         Ngrams::Ngrams(int, WordList const&) [2]
                0.01    0.84  691286/691286      Ngrams::insertNgram(std::string) [3]
                0.00    0.13       1/1           Ngrams::sortMap() [14]
                0.05    0.02  899594/899594      Ngrams::getNextNgram(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >) [23]
                0.02    0.00 1799189/1799189     std::vector<std::string, std::allocator<std::string> >::end() const [44]
                0.00    0.00  899595/2491343     bool __gnu_cxx::operator!=<std::string const*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&) [56]
